open,high,low,close,adjClose,volume,Date
0.11,0.25,0.33,0.05,0.13,1368,2022-03-20
0.11,0.16,0.3,0.33,0.25,1910,2025-11-06
0.12,0.21,0.23,0.25,0.28,1864,2021-04-07
0.11,0.09,0.18,0.17,0.21,1093,2020-08-24
0.25,0.06,0.21,0.06,0.23,1232,2022-02-23
0.31,0.09,0.14,0.28,0.08,1342,2023-02-16
0.11,0.17,0.1,0.1,0.15,1390,2022-05-01
0.08,0.33,0.05,0.15,0.29,1541,2020-08-03
0.11,0.2,0.23,0.16,0.23,1429,2022-05-03
0.07,0.25,0.08,0.1,0.34,1560,2021-12-31
0.08,0.09,0.25,0.22,0.28,1207,2024-09-23
0.09,0.33,0.11,0.33,0.28,1512,2023-08-31
0.12,0.2,0.25,0.15,0.08,1576,2023-02-20
0.09,0.18,0.3,0.09,0.17,1536,2022-08-08
0.26,0.14,0.16,0.3,0.35,1546,2022-07-27
0.06,0.3,0.11,0.12,0.14,1777,2021-12-15
0.29,0.32,0.32,0.08,0.24,1993,2024-04-05
0.2,0.18,0.26,0.32,0.17,1010,2024-12-31
0.32,0.32,0.07,0.28,0.16,1376,2021-06-14
0.3,0.13,0.2,0.31,0.28,1738,2021-08-22
0.25,0.1,0.31,0.19,0.29,1407,2021-12-04
0.05,0.23,0.22,0.23,0.15,1365,2026-01-16
0.14,0.28,0.22,0.05,0.15,1278,2022-06-07
0.28,0.3,0.33,0.1,0.15,1357,2022-01-27
0.19,0.24,0.29,0.2,0.32,1274,2025-09-19
0.15,0.2,0.16,0.19,0.1,1124,2025-05-06
0.16,0.15,0.17,0.27,0.29,1971,2021-08-08
0.21,0.21,0.23,0.2,0.3,1510,2022-07-13
0.24,0.24,0.12,0.15,0.09,1126,2025-08-21
0.32,0.09,0.32,0.12,0.3,1034,2023-08-09
0.16,0.31,0.05,0.13,0.28,1435,2025-05-22
0.1,0.13,0.12,0.26,0.24,1266,2025-02-06
0.35,0.25,0.35,0.18,0.35,1255,2022-10-05
0.15,0.22,0.19,0.22,0.11,1090,2024-03-02
0.35,0.28,0.3,0.15,0.31,1677,2021-06-01
0.35,0.29,0.26,0.14,0.32,1358,2021-07-28
0.08,0.22,0.08,0.12,0.13,1105,2024-05-29
0.27,0.3,0.23,0.05,0.29,1719,2025-07-04
0.16,0.2,0.19,0.31,0.19,1927,2024-05-19
0.18,0.26,0.19,0.2,0.07,1099,2020-12-14
0.19,0.24,0.13,0.3,0.18,1173,2025-09-26
0.3,0.28,0.08,0.32,0.08,1285,2023-04-24
0.15,0.35,0.18,0.1,0.14,1118,2021-01-11
0.25,0.19,0.18,0.32,0.11,1691,2023-09-05
0.29,0.19,0.11,0.14,0.12,1122,2023-08-02
0.27,0.19,0.16,0.06,0.16,1346,2022-07-16
0.3,0.29,0.3,0.22,0.35,1991,2024-10-30
0.3,0.08,0.12,0.12,0.31,1546,2023-02-08
0.3,0.09,0.06,0.18,0.25,1209,2021-05-18
0.18,0.34,0.1,0.14,0.2,1491,2025-03-11
0.26,0.11,0.32,0.31,0.09,1034,2022-06-09
0.23,0.08,0.25,0.19,0.23,1847,2022-07-25
0.2,0.14,0.24,0.18,0.05,1599,2024-07-06
0.26,0.23,0.32,0.31,0.12,1038,2020-10-31
0.17,0.2,0.13,0.14,0.3,1645,2021-08-03
0.18,0.16,0.29,0.1,0.06,1478,2022-07-16
0.2,0.3,0.11,0.07,0.09,1904,2025-04-25
0.08,0.34,0.1,0.28,0.24,1353,2023-03-20
0.08,0.31,0.14,0.07,0.32,1656,2024-04-22
0.06,0.25,0.27,0.26,0.13,1787,2025-11-09
0.32,0.13,0.19,0.25,0.1,1697,2021-06-14
0.17,0.13,0.17,0.17,0.33,1244,2023-07-26
0.29,0.24,0.13,0.15,0.12,1636,2022-01-28
0.1,0.09,0.06,0.26,0.1,1190,2023-07-26
0.24,0.2,0.05,0.13,0.21,1646,2023-01-31
0.31,0.34,0.23,0.08,0.1,1750,2023-01-28
0.21,0.29,0.19,0.2,0.35,1796,2022-06-11
0.27,0.31,0.23,0.18,0.32,1847,2025-06-06
0.29,0.12,0.11,0.23,0.2,1598,2020-09-04
0.15,0.33,0.24,0.34,0.13,1040,2025-09-27
0.31,0.13,0.12,0.29,0.25,1230,2025-02-17
0.2,0.07,0.2,0.06,0.31,1152,2022-11-12
0.28,0.25,0.09,0.35,0.26,1174,2023-07-03
0.2,0.08,0.23,0.35,0.3,1040,2022-12-29
0.18,0.08,0.09,0.19,0.3,1886,2024-11-12
0.19,0.3,0.18,0.16,0.35,1866,2020-11-19
0.3,0.16,0.08,0.29,0.14,1526,2021-05-20
0.15,0.31,0.18,0.1,0.13,1912,2022-12-21
0.19,0.27,0.34,0.27,0.3,1110,2022-01-01
0.33,0.08,0.33,0.08,0.18,1511,2020-08-10
0.3,0.16,0.31,0.31,0.17,1170,2025-01-25
0.33,0.07,0.19,0.23,0.15,1480,2025-07-10
0.14,0.23,0.31,0.29,0.23,1231,2021-03-10
0.32,0.13,0.18,0.2,0.22,1390,2021-01-24
0.3,0.28,0.07,0.23,0.07,1116,2023-12-21
0.26,0.14,0.32,0.18,0.34,1198,2024-01-11
0.26,0.06,0.3,0.06,0.07,1076,2021-05-15
0.28,0.23,0.2,0.07,0.05,1666,2026-01-04
0.07,0.1,0.23,0.21,0.19,1660,2021-03-12
0.24,0.21,0.15,0.07,0.23,1017,2022-06-03
0.05,0.15,0.18,0.3,0.32,1659,2024-07-28
0.27,0.18,0.27,0.3,0.26,1290,2020-08-21
0.09,0.26,0.31,0.14,0.2,1126,2022-10-23
0.15,0.24,0.26,0.09,0.11,1809,2021-02-19
0.22,0.21,0.13,0.24,0.33,1556,2025-08-21
0.2,0.06,0.21,0.26,0.35,1083,2021-01-13
0.32,0.17,0.18,0.09,0.3,1218,2021-11-17
0.19,0.15,0.17,0.26,0.33,1888,2021-09-24
0.07,0.26,0.25,0.12,0.27,1190,2022-12-22
0.31,0.19,0.2,0.33,0.19,1982,2023-11-11
0.22,0.31,0.18,0.3,0.32,1649,2021-08-14
0.18,0.07,0.29,0.1,0.18,1589,2023-03-05
0.06,0.31,0.11,0.07,0.32,1432,2023-10-13
0.23,0.22,0.3,0.23,0.16,1988,2025-02-01
0.29,0.09,0.24,0.13,0.14,1089,2021-10-03
0.14,0.1,0.08,0.26,0.32,1068,2025-05-25
0.23,0.2,0.14,0.16,0.1,1032,2022-12-30
0.29,0.3,0.1,0.2,0.09,1755,2025-04-21
0.27,0.24,0.17,0.3,0.31,1382,2020-09-19
0.34,0.18,0.25,0.34,0.25,1328,2022-11-04
0.18,0.18,0.27,0.22,0.12,1873,2021-04-30
0.1,0.2,0.18,0.17,0.2,1397,2022-08-02
0.23,0.22,0.06,0.23,0.25,1760,2025-01-16
0.1,0.17,0.32,0.06,0.34,1564,2023-12-03
0.27,0.24,0.31,0.28,0.29,1482,2025-06-28
0.11,0.17,0.08,0.12,0.05,1860,2025-03-07
0.22,0.15,0.34,0.09,0.32,1707,2022-02-25
0.15,0.27,0.34,0.07,0.28,1510,2024-09-27
0.14,0.22,0.18,0.32,0.08,1611,2025-10-09
0.09,0.13,0.07,0.32,0.33,1235,2023-06-21
0.25,0.32,0.34,0.27,0.24,1577,2020-09-20
0.19,0.17,0.09,0.14,0.25,1790,2021-05-09
0.34,0.08,0.28,0.06,0.3,1467,2023-05-23
0.19,0.2,0.15,0.19,0.08,1196,2025-06-26
0.12,0.29,0.17,0.25,0.24,1808,2021-03-02
0.15,0.24,0.35,0.1,0.14,1793,2025-07-28
0.08,0.32,0.34,0.26,0.16,1666,2023-06-09
0.3,0.23,0.21,0.12,0.21,1085,2020-10-28
0.23,0.07,0.1,0.15,0.07,1087,2023-09-23
0.31,0.2,0.24,0.26,0.05,1372,2024-06-12
0.12,0.26,0.21,0.21,0.21,1172,2023-12-06
0.16,0.19,0.2,0.11,0.23,1366,2023-02-23
0.24,0.06,0.24,0.25,0.19,1089,2023-06-04
0.34,0.34,0.31,0.1,0.33,1222,2021-03-17
0.14,0.32,0.14,0.05,0.05,1591,2023-06-03
0.31,0.19,0.26,0.31,0.17,1926,2022-12-15
0.19,0.12,0.33,0.14,0.14,1516,2022-02-10
0.14,0.14,0.09,0.34,0.34,1922,2024-04-27
0.23,0.15,0.26,0.27,0.16,1511,2022-05-03
0.27,0.32,0.32,0.05,0.27,1064,2022-03-10
0.05,0.21,0.22,0.29,0.33,1472,2022-10-23
0.08,0.13,0.07,0.16,0.15,1536,2026-01-12
0.1,0.07,0.06,0.09,0.34,1399,2024-10-04
0.06,0.31,0.18,0.15,0.17,1736,2022-07-03
0.26,0.15,0.25,0.15,0.2,1268,2022-03-11
0.16,0.19,0.08,0.06,0.18,1979,2023-01-11
0.16,0.29,0.28,0.29,0.27,1913,2023-06-26
0.16,0.18,0.24,0.24,0.34,1649,2022-01-17
0.08,0.27,0.06,0.18,0.15,1628,2020-12-16
0.33,0.32,0.08,0.11,0.15,1626,2025-02-10
0.32,0.14,0.34,0.07,0.22,1033,2023-06-26
0.16,0.13,0.11,0.08,0.09,1267,2025-03-05
0.28,0.16,0.28,0.16,0.3,1739,2022-04-09
0.22,0.15,0.2,0.16,0.19,1874,2024-08-20
0.15,0.06,0.23,0.28,0.31,1833,2021-08-07
0.17,0.21,0.2,0.28,0.07,1391,2026-01-06
0.08,0.14,0.11,0.09,0.2,1488,2021-09-16
0.13,0.14,0.15,0.35,0.05,1998,2020-09-21
0.35,0.32,0.25,0.24,0.22,1277,2024-10-25
0.24,0.3,0.11,0.16,0.27,1306,2021-03-04
0.31,0.25,0.17,0.25,0.2,1875,2023-08-17
0.07,0.25,0.18,0.2,0.11,1193,2023-01-27
0.13,0.28,0.15,0.17,0.15,1432,2024-06-09
0.28,0.17,0.06,0.17,0.16,1694,2024-04-01
0.16,0.12,0.08,0.12,0.17,1429,2025-07-14
0.33,0.12,0.28,0.06,0.23,1125,2022-04-26
0.15,0.26,0.27,0.11,0.18,1784,2022-03-05
0.34,0.16,0.14,0.31,0.24,1826,2021-03-10
0.3,0.08,0.06,0.08,0.09,1730,2025-07-26
0.09,0.12,0.15,0.19,0.33,1045,2025-02-27
0.1,0.33,0.15,0.28,0.18,1249,2023-10-25
0.3,0.16,0.25,0.22,0.17,1036,2024-12-13
0.17,0.22,0.18,0.19,0.08,1331,2021-09-03
0.3,0.31,0.16,0.24,0.14,1305,2021-04-22
0.15,0.14,0.22,0.25,0.2,1855,2021-02-13
0.31,0.12,0.1,0.2,0.22,1274,2023-06-16
0.05,0.25,0.17,0.12,0.21,1217,2022-07-04
0.12,0.27,0.25,0.28,0.28,1331,2025-10-03
0.09,0.33,0.26,0.11,0.09,1843,2023-01-18
0.32,0.29,0.16,0.3,0.13,1741,2022-10-03
0.05,0.06,0.11,0.13,0.24,1284,2024-11-08
0.26,0.15,0.34,0.06,0.22,1816,2021-11-16
0.06,0.12,0.26,0.1,0.18,1055,2025-09-05
0.24,0.09,0.3,0.17,0.26,1785,2020-12-01
0.1,0.07,0.06,0.28,0.24,1916,2023-08-22
0.21,0.16,0.21,0.34,0.31,1151,2021-08-27
0.26,0.17,0.2,0.29,0.09,1947,2025-01-10
0.11,0.27,0.27,0.07,0.21,1899,2021-12-27
0.14,0.22,0.16,0.2,0.32,1517,2023-07-22
0.16,0.31,0.13,0.11,0.21,1476,2024-02-01
0.35,0.14,0.19,0.22,0.07,1004,2020-08-24
0.13,0.16,0.17,0.25,0.27,1545,2021-06-28
0.14,0.31,0.24,0.31,0.29,1844,2021-04-11
0.17,0.09,0.22,0.15,0.07,1016,2021-06-01
0.29,0.34,0.14,0.3,0.24,1690,2022-06-01
0.06,0.26,0.07,0.06,0.32,1888,2020-11-04
0.1,0.31,0.11,0.27,0.08,1414,2020-08-29
0.06,0.2,0.06,0.08,0.06,1969,2022-11-06
0.23,0.25,0.29,0.2,0.26,1276,2022-11-07
0.21,0.35,0.29,0.2,0.12,1614,2021-02-03
0.26,0.3,0.15,0.22,0.08,1568,2025-05-19
0.28,0.3,0.08,0.08,0.28,1474,2022-05-07
0.12,0.31,0.11,0.33,0.22,1557,2025-01-04
0.22,0.21,0.27,0.18,0.25,1501,2020-12-15
0.09,0.16,0.34,0.15,0.16,1337,2025-08-28
0.32,0.19,0.16,0.17,0.31,1230,2022-12-21
0.18,0.16,0.05,0.09,0.27,1621,2023-06-21
0.07,0.07,0.17,0.23,0.29,1997,2025-08-16
0.23,0.06,0.12,0.13,0.3,1705,2025-07-15
0.19,0.09,0.34,0.17,0.16,1501,2022-09-05
0.27,0.11,0.1,0.19,0.29,1455,2024-03-28
0.23,0.19,0.27,0.17,0.23,1342,2022-05-28
0.32,0.17,0.05,0.09,0.2,1695,2024-05-08
0.15,0.18,0.13,0.34,0.24,1982,2022-08-05
0.2,0.19,0.09,0.09,0.34,1024,2021-09-01
0.25,0.08,0.17,0.35,0.24,1847,2021-01-23
0.09,0.13,0.33,0.19,0.31,1540,2024-04-01
0.27,0.08,0.21,0.28,0.05,1262,2024-11-04
0.24,0.13,0.32,0.24,0.12,1678,2025-10-04
0.11,0.28,0.28,0.19,0.3,1215,2024-01-17
0.21,0.14,0.27,0.31,0.26,1198,2023-06-30
0.34,0.1,0.07,0.06,0.33,1153,2022-03-07
0.17,0.14,0.25,0.26,0.29,1550,2021-06-04
0.15,0.19,0.15,0.25,0.1,1381,2023-08-03
0.13,0.23,0.17,0.06,0.26,1301,2023-09-15
0.33,0.33,0.3,0.32,0.11,1703,2023-05-07
0.29,0.09,0.06,0.14,0.14,1291,2023-02-26
0.29,0.14,0.26,0.26,0.06,1511,2024-10-27
0.28,0.07,0.11,0.11,0.2,1530,2023-06-21
0.27,0.13,0.35,0.34,0.28,1791,2025-01-07
0.16,0.21,0.2,0.32,0.08,1206,2021-02-28
0.21,0.12,0.1,0.29,0.34,1724,2020-08-24
0.16,0.27,0.05,0.16,0.24,1645,2022-08-05
0.07,0.21,0.35,0.31,0.15,1502,2026-01-19
0.31,0.06,0.27,0.19,0.25,1586,2021-08-26
0.29,0.1,0.12,0.17,0.2,1460,2022-01-04
0.07,0.11,0.24,0.22,0.13,1819,2024-02-18
0.05,0.05,0.23,0.28,0.21,1152,2023-03-19
0.31,0.15,0.27,0.11,0.23,1074,2022-02-14
0.07,0.2,0.07,0.26,0.17,1615,2023-02-19
0.22,0.32,0.18,0.05,0.2,1816,2025-01-22
0.16,0.28,0.29,0.06,0.12,1654,2025-10-12
0.21,0.14,0.1,0.23,0.3,1037,2022-08-03
0.1,0.11,0.2,0.11,0.21,1243,2022-06-18
0.18,0.17,0.05,0.11,0.22,1398,2020-08-17
0.22,0.3,0.28,0.14,0.08,1141,2023-12-09
0.11,0.26,0.13,0.19,0.32,1415,2020-08-21
0.06,0.26,0.16,0.17,0.27,1909,2025-12-06
0.21,0.29,0.1,0.31,0.15,1815,2021-10-25
0.12,0.26,0.3,0.25,0.16,1217,2023-04-24
0.31,0.26,0.32,0.2,0.2,1772,2025-04-04
0.35,0.05,0.25,0.17,0.28,1789,2023-05-27
0.31,0.27,0.34,0.24,0.34,1566,2023-08-24
0.29,0.29,0.17,0.17,0.32,1418,2020-09-06
0.28,0.07,0.31,0.18,0.22,1240,2024-02-25
0.08,0.09,0.19,0.33,0.21,1365,2025-10-21
0.32,0.19,0.13,0.23,0.15,1142,2020-08-18
0.33,0.31,0.16,0.29,0.25,1721,2021-08-13
0.19,0.24,0.15,0.25,0.12,1653,2023-04-24
0.32,0.24,0.07,0.27,0.23,1964,2021-11-08
0.08,0.19,0.19,0.1,0.22,1228,2020-09-03
0.31,0.14,0.18,0.33,0.24,1776,2022-06-27
0.3,0.21,0.15,0.05,0.14,1604,2025-03-19
0.07,0.31,0.09,0.24,0.22,1027,2025-03-13
0.22,0.24,0.19,0.32,0.33,1111,2020-09-30
0.11,0.08,0.23,0.08,0.08,1415,2023-03-10
0.34,0.16,0.19,0.25,0.28,1772,2024-12-07
0.3,0.17,0.1,0.3,0.14,1192,2025-02-25
0.28,0.32,0.27,0.11,0.08,1860,2021-04-02
0.32,0.33,0.31,0.33,0.27,1651,2022-07-16
0.32,0.3,0.27,0.35,0.33,1862,2022-01-03
0.31,0.15,0.31,0.2,0.35,1906,2021-05-17
0.21,0.31,0.25,0.19,0.22,1234,2024-11-05
0.29,0.32,0.17,0.25,0.22,1392,2023-07-19
0.22,0.17,0.26,0.29,0.14,1113,2024-09-12
0.09,0.32,0.16,0.18,0.21,1103,2025-10-10
0.3,0.05,0.34,0.05,0.33,1661,2025-08-03
0.3,0.28,0.16,0.2,0.15,1440,2025-11-08
0.09,0.07,0.26,0.16,0.21,1665,2023-03-12
0.3,0.19,0.06,0.16,0.23,1215,2024-02-26
0.33,0.26,0.18,0.26,0.09,1758,2024-04-21
0.08,0.32,0.17,0.17,0.06,1766,2020-09-28
0.12,0.23,0.32,0.06,0.23,1747,2023-11-28
0.09,0.05,0.11,0.13,0.3,1568,2023-09-23
0.3,0.18,0.07,0.15,0.24,1725,2021-02-03
0.14,0.27,0.17,0.3,0.16,1621,2020-12-28
0.19,0.2,0.22,0.15,0.05,1010,2023-11-28
0.14,0.14,0.19,0.26,0.24,1467,2021-07-19
0.28,0.26,0.07,0.28,0.2,1685,2023-08-14
0.32,0.07,0.34,0.19,0.17,1945,2025-10-11
0.24,0.18,0.15,0.14,0.11,1645,2021-03-09
0.18,0.24,0.13,0.12,0.11,1244,2025-08-05
0.08,0.17,0.07,0.28,0.22,1757,2020-08-05
0.26,0.11,0.34,0.29,0.28,1449,2025-12-17
0.21,0.07,0.14,0.35,0.32,1205,2025-10-30
0.14,0.27,0.09,0.16,0.34,1681,2024-05-20
0.35,0.19,0.31,0.12,0.16,1154,2021-08-20
0.17,0.25,0.14,0.07,0.09,1027,2022-06-07
0.31,0.05,0.3,0.19,0.1,1952,2024-12-05
0.07,0.28,0.25,0.34,0.11,1762,2021-03-02
0.08,0.19,0.22,0.17,0.3,1637,2021-05-16
0.1,0.08,0.06,0.1,0.28,1001,2025-01-09
0.32,0.08,0.05,0.1,0.33,1481,2021-05-14
0.3,0.06,0.23,0.33,0.18,1755,2020-10-27
0.21,0.07,0.32,0.07,0.11,1091,2023-07-26
0.17,0.22,0.34,0.35,0.1,1623,2022-01-23
0.18,0.17,0.12,0.11,0.2,1347,2024-11-30
0.11,0.11,0.09,0.19,0.13,1875,2023-01-17
0.14,0.11,0.08,0.05,0.08,1352,2021-02-26
0.23,0.18,0.25,0.26,0.34,1052,2021-09-11
0.14,0.16,0.26,0.15,0.29,1178,2025-02-04
0.2,0.34,0.16,0.3,0.13,1819,2023-05-25
0.06,0.09,0.19,0.16,0.09,1051,2023-01-14
0.07,0.29,0.35,0.26,0.1,1430,2020-12-10
0.2,0.06,0.16,0.09,0.22,1399,2022-08-03
0.31,0.28,0.18,0.2,0.18,1248,2021-08-19
0.24,0.1,0.23,0.32,0.26,1551,2025-08-03
0.31,0.28,0.19,0.3,0.14,1443,2022-03-26
0.24,0.1,0.11,0.22,0.33,1593,2021-10-24
0.27,0.08,0.26,0.32,0.33,1117,2022-05-16
0.33,0.21,0.12,0.27,0.31,1295,2021-11-18
0.15,0.06,0.24,0.29,0.19,1678,2021-05-09
0.12,0.29,0.12,0.33,0.16,1113,2023-05-21
0.07,0.06,0.19,0.06,0.31,1279,2024-01-11
0.34,0.16,0.11,0.06,0.26,1800,2023-12-19
0.16,0.34,0.24,0.24,0.23,1442,2020-08-19
0.18,0.17,0.23,0.06,0.08,1180,2022-05-12
0.05,0.16,0.2,0.25,0.11,1646,2025-11-05
0.14,0.31,0.17,0.16,0.06,1467,2023-01-31
0.14,0.21,0.34,0.1,0.07,1434,2021-02-20
0.11,0.06,0.25,0.06,0.13,1987,2020-12-03
0.12,0.16,0.21,0.3,0.11,1893,2020-12-31
0.17,0.07,0.29,0.15,0.12,1729,2023-02-10
0.07,0.31,0.33,0.12,0.17,1747,2025-02-25
0.35,0.31,0.23,0.08,0.28,1963,2024-07-13
0.05,0.17,0.08,0.17,0.3,1010,2022-11-01
0.29,0.29,0.29,0.13,0.32,1293,2021-09-23
0.22,0.35,0.16,0.11,0.28,1085,2024-07-29
0.08,0.09,0.19,0.11,0.07,1671,2021-06-26
0.18,0.32,0.28,0.17,0.09,1385,2025-09-17
0.18,0.28,0.17,0.05,0.2,1705,2024-07-26
0.16,0.29,0.32,0.18,0.23,1232,2025-05-15
0.26,0.06,0.07,0.13,0.16,1419,2022-07-23
0.26,0.25,0.07,0.06,0.06,1229,2025-09-12
0.1,0.14,0.15,0.27,0.1,1211,2021-07-16
0.29,0.25,0.17,0.2,0.06,1368,2025-07-26
0.33,0.24,0.28,0.09,0.08,1188,2023-12-08
0.18,0.29,0.17,0.21,0.18,1855,2020-10-10
0.33,0.15,0.3,0.12,0.28,1624,2023-07-14
0.28,0.11,0.18,0.14,0.12,1768,2025-01-21
0.29,0.15,0.32,0.28,0.13,1451,2023-09-27
0.21,0.31,0.06,0.1,0.13,1662,2025-02-05
0.24,0.08,0.13,0.19,0.08,1072,2025-06-09
0.34,0.2,0.14,0.29,0.07,1354,2024-10-12
0.23,0.09,0.16,0.25,0.26,1845,2024-09-24
0.24,0.28,0.09,0.29,0.35,1209,2021-08-11
0.31,0.13,0.18,0.31,0.08,1763,2020-12-31
0.33,0.3,0.32,0.23,0.18,1882,2021-10-09
0.11,0.12,0.1,0.27,0.1,1460,2022-01-20
0.31,0.14,0.29,0.14,0.1,1909,2022-04-21
0.22,0.08,0.22,0.06,0.15,1310,2021-07-24
0.07,0.22,0.34,0.16,0.12,1116,2022-10-06
0.34,0.21,0.18,0.31,0.27,1646,2025-09-06
0.22,0.33,0.21,0.33,0.26,1613,2024-01-25
0.14,0.19,0.33,0.18,0.21,1156,2021-04-18
0.15,0.34,0.1,0.33,0.12,1355,2023-01-15
0.28,0.21,0.08,0.14,0.08,1522,2023-10-29
0.06,0.3,0.34,0.28,0.21,1628,2026-01-08
0.22,0.21,0.29,0.26,0.2,1239,2023-02-06
0.2,0.24,0.1,0.28,0.06,1256,2020-10-14
0.06,0.08,0.13,0.25,0.1,1630,2021-12-31
0.12,0.35,0.15,0.26,0.28,1958,2023-07-28
0.15,0.34,0.15,0.27,0.05,1510,2022-08-03
0.05,0.3,0.06,0.28,0.11,1647,2022-10-29
0.11,0.16,0.21,0.26,0.27,1103,2023-08-06
0.29,0.24,0.18,0.34,0.06,1298,2024-07-10
0.09,0.21,0.34,0.16,0.28,1259,2024-02-21
0.06,0.34,0.19,0.08,0.25,1124,2025-12-01
0.3,0.33,0.3,0.3,0.17,1253,2024-08-19
0.11,0.07,0.31,0.06,0.17,1072,2025-02-05
0.05,0.07,0.12,0.3,0.3,1608,2023-01-31
0.29,0.3,0.18,0.33,0.06,1279,2022-06-26
0.31,0.32,0.09,0.26,0.09,1111,2020-10-07
0.3,0.33,0.28,0.28,0.31,1680,2024-07-09
0.28,0.29,0.11,0.33,0.09,1019,2025-01-02
0.19,0.1,0.3,0.05,0.08,1447,2026-01-12
0.23,0.07,0.07,0.3,0.08,1002,2021-06-07
0.21,0.23,0.09,0.25,0.07,1270,2022-09-06
0.29,0.24,0.28,0.08,0.18,1649,2024-03-06
0.21,0.1,0.22,0.18,0.09,1062,2025-04-03
0.23,0.31,0.17,0.06,0.23,1641,2025-02-07
0.12,0.19,0.21,0.13,0.15,1896,2021-09-29
0.09,0.08,0.05,0.34,0.14,1138,2025-06-30
0.22,0.25,0.07,0.2,0.3,1074,2022-05-02
0.26,0.07,0.11,0.35,0.13,1922,2025-07-31
0.23,0.08,0.19,0.21,0.21,1358,2023-04-02
0.11,0.25,0.06,0.14,0.09,1070,2020-11-30
0.06,0.26,0.13,0.16,0.09,1523,2022-02-20
0.07,0.29,0.14,0.15,0.27,1515,2023-12-15
0.2,0.27,0.19,0.31,0.23,1523,2023-02-24
0.1,0.28,0.19,0.16,0.32,1445,2023-12-25
0.12,0.13,0.34,0.35,0.1,1658,2023-04-21
0.19,0.18,0.3,0.29,0.33,1260,2022-12-23
0.21,0.18,0.13,0.26,0.15,1761,2023-10-07
0.18,0.1,0.3,0.13,0.21,1232,2020-09-28
0.21,0.06,0.35,0.26,0.23,1551,2022-03-11
0.33,0.12,0.14,0.15,0.16,1293,2020-12-08
0.07,0.11,0.34,0.18,0.17,1946,2023-10-31
0.12,0.1,0.35,0.17,0.23,1781,2025-06-12
0.09,0.11,0.35,0.25,0.21,1015,2024-10-14
0.25,0.25,0.22,0.06,0.07,1951,2024-09-10
0.06,0.34,0.14,0.12,0.31,1317,2025-06-02
0.23,0.25,0.19,0.34,0.14,1258,2022-07-20
0.14,0.31,0.29,0.12,0.24,1238,2022-07-09
0.16,0.22,0.07,0.08,0.11,1430,2025-04-27
0.15,0.13,0.21,0.1,0.35,1685,2021-07-28
0.17,0.14,0.25,0.06,0.12,1423,2020-08-09
0.06,0.19,0.33,0.27,0.29,1480,2025-03-26
0.14,0.22,0.3,0.18,0.3,1920,2023-05-10
0.06,0.29,0.12,0.34,0.18,1837,2024-09-30
0.19,0.25,0.1,0.25,0.07,1398,2022-12-01
0.34,0.33,0.35,0.33,0.22,1238,2022-09-15
0.1,0.05,0.34,0.18,0.2,1187,2022-05-18
0.26,0.2,0.27,0.11,0.19,1101,2022-08-29
0.05,0.19,0.07,0.19,0.12,1035,2024-04-20
0.09,0.11,0.25,0.08,0.16,1103,2020-11-22
0.3,0.24,0.1,0.13,0.24,1366,2023-01-28
0.15,0.22,0.13,0.21,0.3,1149,2022-08-26
0.07,0.05,0.09,0.13,0.22,1567,2024-01-28
0.16,0.07,0.27,0.08,0.05,1091,2021-08-25
0.22,0.24,0.15,0.21,0.11,1272,2021-10-18
0.25,0.2,0.25,0.06,0.35,1743,2021-05-30
0.28,0.08,0.35,0.25,0.14,1807,2021-02-27
0.18,0.34,0.07,0.19,0.07,1112,2023-02-06
0.13,0.27,0.14,0.14,0.08,1387,2022-08-29
0.08,0.08,0.16,0.27,0.16,1233,2024-11-10
0.33,0.21,0.22,0.16,0.31,1255,2025-01-10
0.06,0.16,0.12,0.16,0.06,1545,2025-05-24
0.21,0.34,0.17,0.18,0.08,1540,2021-05-29
0.13,0.22,0.29,0.12,0.18,1875,2024-01-18
0.15,0.16,0.11,0.34,0.28,1659,2021-01-10
0.17,0.13,0.29,0.21,0.33,1190,2022-09-25
0.33,0.13,0.24,0.26,0.31,1607,2025-11-19
0.23,0.34,0.18,0.32,0.18,1379,2025-02-02
0.28,0.08,0.22,0.09,0.34,1174,2024-02-22
0.19,0.09,0.17,0.3,0.34,1645,2022-06-20
0.16,0.19,0.28,0.13,0.18,1347,2026-01-07
0.1,0.05,0.1,0.23,0.23,1909,2024-08-19
0.27,0.3,0.31,0.09,0.33,1453,2025-10-06
0.09,0.1,0.06,0.22,0.27,1236,2023-05-30
0.17,0.13,0.25,0.07,0.31,1497,2023-12-01
0.19,0.07,0.15,0.05,0.23,1345,2021-07-16
0.3,0.26,0.33,0.06,0.11,1693,2023-12-05
0.25,0.32,0.18,0.21,0.15,1746,2025-03-14
0.22,0.3,0.28,0.21,0.05,1637,2025-08-27
0.07,0.1,0.22,0.16,0.08,1526,2024-07-14
0.27,0.09,0.18,0.2,0.2,1854,2023-02-20
0.27,0.31,0.35,0.25,0.23,1933,2025-02-27
0.27,0.21,0.23,0.08,0.12,1561,2023-06-04
0.07,0.31,0.27,0.31,0.35,1393,2023-08-05
0.06,0.35,0.05,0.2,0.26,1372,2022-12-02
0.29,0.08,0.16,0.19,0.21,1039,2025-01-27
0.16,0.11,0.09,0.12,0.29,1894,2023-02-07
0.05,0.23,0.12,0.22,0.28,1651,2023-02-06
0.29,0.25,0.28,0.16,0.23,1631,2025-04-19
0.24,0.22,0.26,0.14,0.32,1269,2024-03-08
